Area Name,Area Type,Year,Month,Date_Numeric,Seasonally Adjusted(Y/N),Status,Labor Force,Employment,Unemployment,Unemployment Rate,Benchmark
Shasta County,County,2014,September,09/2014,N,Final,75200,69000,6200,8.3,2023
Idyllwild Pine Cove CDP,Sub-County Place,2018,December,12/2018,N,Final,1200,1200,100,5.7,2023
Siskiyou County,County,2007,November,11/2007,N,Final,18410,16930,1480,8.0,2021
California,State,2008,April,04/2008,N,Final,18024000,16933400,1090600,6.1,2023
La Habra Heights city,Sub-County Place,2024,January,01/2024,N,Final,2900,2900,100,2.3,2023
Lakeview CDP,Sub-County Place,2021,March,03/2021,N,Final,1100,1100,0,3.2,2023
Chinese Camp CDP,Sub-County Place,2021,November,11/2021,N,Final,30,20,10,35.5,2023
Trinidad city,Sub-County Place,2021,May,05/2021,N,Final,100,100,0,4.4,2023
Sonoma County,County,2020,January,01/2020,N,Final,254600,246900,7700,3.0,2023
Waterford city,Sub-County Place,2010,August,08/2010,N,Final,3900,3300,600,14.6,2023
Hermosa Beach city,Sub-County Place,2015,April,04/2015,N,Final,11400,10900,500,4.1,2023
Montecito CDP,Sub-County Place,2019,September,09/2019,N,Final,3100,3000,100,3.7,2023
Farmington CDP,Sub-County Place,2021,July,07/2021,N,Final,100,100,0,0.0,2023
Soledad city,Sub-County Place,2020,August,08/2020,N,Final,7600,7000,700,8.6,2023
Santa Clara County,County,1991,December,12/1991,N,Final,836700,788800,47900,5.7,2023
Sunnyvale city,Sub-County Place,2012,March,03/2012,N,Final,79900,73800,6100,7.7,2023
South El Monte city,Sub-County Place,2017,August,08/2017,N,Final,9000,8600,400,4.3,2023
San Jose-Sunnyvale-Santa Clara MSA,Metropolitan Area,2020,September,09/2020,N,Final,1047200,970400,76800,7.3,2023
Diamond Springs CDP,Sub-County Place,2015,November,11/2015,N,Final,4800,4500,400,7.4,2023
San Francisco-Redwood City-South San Francisco MD,Metropolitan Area,1998,May,05/1998,N,Final,801700,778600,23100,2.9,2021
Woodcrest CDP,Sub-County Place,2018,January,01/2018,N,Final,8400,8100,300,3.9,2023
Point Reyes Station CDP,Sub-County Place,2011,December,12/2011,N,Final,100,100,0,0.0,2023
Imperial County,County,2008,September,09/2008,N,Final,75800,55600,20300,26.7,2021
La Puente city,Sub-County Place,2015,October,10/2015,N,Final,18600,17600,1000,5.2,2023
Bear Valley Springs CDP,Sub-County Place,2010,September,09/2010,N,Final,1700,1700,0,2.3,2023
Rancho Palos Verdes city,Sub-County Place,2016,March,03/2016,N,Final,19400,18600,800,4.1,2023
Live Oak CDP,Sub-County Place,2020,November,11/2020,N,Final,8200,7700,500,6.0,2023
Montclair city,Sub-County Place,2013,July,07/2013,N,Final,17600,16100,1600,9.0,2023
Belden CDP,Sub-County Place,2018,July,07/2018,N,Final,0,0,0,0.0,2023
Twin Lakes CDP,Sub-County Place,2010,March,03/2010,N,Final,2800,2400,300,12.1,2023
Long Beach city,Sub-County Place,2011,December,12/2011,N,Final,237100,207300,29700,12.5,2023
Winters city,Sub-County Place,2020,December,12/2020,N,Final,3900,3700,100,3.6,2023
Half Moon Bay city,Sub-County Place,2013,April,04/2013,N,Final,6200,6000,200,2.4,2023
California,State,1977,November,11/1977,Y,Final,10581258,9759799,821459,7.8,2020
Valley Acres CDP,Sub-County Place,2019,July,07/2019,N,Final,300,200,100,26.8,2023
Redwood City city,Sub-County Place,2024,September,09/2024,N,Preliminary,48900,47200,1700,3.5,2023
Lamont CDP,Sub-County Place,2018,March,03/2018,N,Final,5800,5300,600,9.6,2023
Pittsburg city,Sub-County Place,2021,March,03/2021,N,Final,33600,30600,3000,8.9,2023
Wilkerson CDP,Sub-County Place,2019,April,04/2019,N,Final,270,260,10,3.7,2023
Olivehurst CDP,Sub-County Place,2012,June,06/2012,N,Final,6500,5500,1000,15.3,2023
Riverside-San Bernardino-Ontario MSA,Metropolitan Area,1993,February,02/1993,N,Final,1257100,1116400,140700,11.2,2021
Trinity County,County,2019,October,10/2019,N,Final,4640,4430,210,4.5,2023
Coto de Caza CDP,Sub-County Place,2013,August,08/2013,N,Final,8000,7500,500,5.9,2023
Keene CDP,Sub-County Place,2020,October,10/2020,N,Final,200,200,0,0.0,2023
Mokelumne Hill CDP,Sub-County Place,2012,April,04/2012,N,Final,370,370,0,0.0,2023
Calistoga city,Sub-County Place,2023,September,09/2023,N,Final,2400,2400,0,1.7,2023
Los Banos city,Sub-County Place,2019,January,01/2019,N,Final,17000,15100,1900,11.3,2023
Tustin city,Sub-County Place,2022,August,08/2022,N,Final,41800,40500,1300,3.1,2023
California,State,1987,June,06/1987,Y,Final,13722122,12928159,793963,5.8,2020
Walnut Creek city,Sub-County Place,2020,February,02/2020,N,Final,34700,33800,900,2.7,2023
Camarillo city,Sub-County Place,2013,June,06/2013,N,Final,33600,31300,2300,6.9,2023
Live Oak city,Sub-County Place,2015,September,09/2015,N,Final,3800,3600,200,5.3,2023
Hamilton Branch CDP,Sub-County Place,2010,September,09/2010,N,Final,150,130,20,12.0,2023
Amador County,County,1994,February,02/1994,N,Final,12660,11330,1320,10.5,2021
Del Norte County,County,2001,August,08/2001,N,Final,10150,9390,760,7.4,2021
South Oroville CDP,Sub-County Place,2010,October,10/2010,N,Final,1300,1200,100,5.7,2023
Calaveras County,County,1992,March,03/1992,N,Final,14290,12450,1850,12.9,2021
Mill Valley city,Sub-County Place,2023,May,05/2023,N,Final,6900,6800,100,2.0,2023
Yolo County,County,2003,August,08/2003,N,Final,91000,85800,5200,5.7,2023
Stockton-Lodi MSA,Metropolitan Area,2009,January,01/2009,N,Final,296300,252400,43900,14.8,2021
Lancaster city,Sub-County Place,2012,February,02/2012,N,Final,63000,54900,8200,12.9,2023
Yosemite Lakes CDP,Sub-County Place,2016,July,07/2016,N,Final,1900,1800,100,6.4,2023
Lewiston CDP,Sub-County Place,2012,June,06/2012,N,Final,690,630,60,9.2,2023
Del Rey Oaks city,Sub-County Place,2017,July,07/2017,N,Final,1100,1000,100,9.6,2023
Dorrington CDP,Sub-County Place,2023,December,12/2023,N,Final,210,200,10,2.4,2023
San Dimas city,Sub-County Place,2022,January,01/2022,N,Final,17500,16500,1000,5.6,2023
Monterey County,County,2004,May,05/2004,N,Final,211200,197500,13700,6.5,2021
Kettleman City CDP,Sub-County Place,2017,November,11/2017,N,Final,500,400,0,2.9,2023
Rio Linda CDP,Sub-County Place,2021,July,07/2021,N,Final,7100,6800,300,4.5,2023
Taylorsville CDP,Sub-County Place,2014,June,06/2014,N,Final,0,0,0,0.0,2023
Lompoc city,Sub-County Place,2016,June,06/2016,N,Final,17700,16500,1200,6.7,2023
Red Bluff city,Sub-County Place,2010,November,11/2010,N,Final,5460,4520,930,17.1,2023
Mendocino CDP,Sub-County Place,2013,December,12/2013,N,Final,470,460,10,2.6,2023
Healdsburg city,Sub-County Place,2018,May,05/2018,N,Final,5700,5600,200,2.7,2023
Whittier city,Sub-County Place,2011,July,07/2011,N,Final,42000,37600,4400,10.4,2023
Vineyard CDP,Sub-County Place,2019,November,11/2019,N,Final,18700,18200,500,2.6,2023
Frazier Park CDP,Sub-County Place,2016,August,08/2016,N,Final,1600,1500,200,9.6,2023
El Cerrito CDP,Sub-County Place,2014,August,08/2014,N,Final,2200,2100,100,4.6,2023
Sunnyside Tahoe City CDP,Sub-County Place,2024,January,01/2024,N,Final,900,900,0,0.0,2023
Wilkerson CDP,Sub-County Place,2010,October,10/2010,N,Final,310,280,30,9.7,2023
Capitola city,Sub-County Place,2011,February,02/2011,N,Final,5000,4600,400,8.4,2023
Palos Verdes Estates city,Sub-County Place,2014,July,07/2014,N,Final,5400,5100,200,4.2,2023
Yolo County,County,2014,May,05/2014,N,Final,102100,95000,7100,7.0,2023
China Lake Acres CDP,Sub-County Place,2023,February,02/2023,N,Final,1200,1100,100,10.0,2023
Desert View Highlands CDP,Sub-County Place,2020,April,04/2020,N,Final,1400,1100,200,18.3,2023
San Marcos city,Sub-County Place,2017,August,08/2017,N,Final,41900,40200,1700,4.1,2023
Madera city,Sub-County Place,2013,December,12/2013,N,Final,26300,23600,2800,10.6,2023
El Dorado County,County,1996,August,08/1996,N,Final,74000,70000,4000,5.4,2023
Yolo County,County,1996,March,03/1996,N,Final,85700,78300,7400,8.6,2023
Trinity County,County,2012,August,08/2012,N,Final,5580,4860,720,12.8,2023
Calexico city,Sub-County Place,2012,October,10/2012,N,Final,18500,12500,6100,32.6,2023
Cromberg CDP,Sub-County Place,2010,July,07/2010,N,Final,150,120,30,22.2,2023
Keene CDP,Sub-County Place,2014,September,09/2014,N,Final,200,200,0,0.0,2023
Toro Canyon CDP,Sub-County Place,2020,December,12/2020,N,Final,700,600,100,10.6,2023
Bootjack CDP,Sub-County Place,2019,January,01/2019,N,Final,220,220,0,1.4,2023
Atwater city,Sub-County Place,2016,May,05/2016,N,Final,11900,10900,1000,8.2,2023
Stockton city,Sub-County Place,2012,April,04/2012,N,Final,126000,105600,20300,16.1,2023
Wildomar city,Sub-County Place,2014,January,01/2014,N,Final,16100,14700,1500,9.1,2023
Merced MSA,Metropolitan Area,2014,November,11/2014,N,Final,112900,99300,13600,12.0,2023
Waterford city,Sub-County Place,2024,August,08/2024,N,Final,3900,3700,200,6.3,2023
Lassen County,County,2005,September,09/2005,N,Final,12080,11300,780,6.5,2021
Oakland-Hayward-Berkeley MD,Metropolitan Area,2021,December,12/2021,N,Final,1361300,1305500,55800,4.1,2023
Mammoth Lakes town,Sub-County Place,2024,July,07/2024,N,Final,5360,5360,0,0.0,2023
Lake Arrowhead CDP,Sub-County Place,2024,September,09/2024,N,Preliminary,4600,4400,200,4.5,2023
San Diego city,Sub-County Place,2021,March,03/2021,N,Final,693700,644700,49000,7.1,2023
Santa Clara city,Sub-County Place,2011,September,09/2011,N,Final,62300,57000,5300,8.5,2023
Redwood City city,Sub-County Place,2013,March,03/2013,N,Final,44700,42400,2300,5.1,2023
Livingston city,Sub-County Place,2013,August,08/2013,N,Final,6500,5700,800,12.0,2023
National City city,Sub-County Place,2019,March,03/2019,N,Final,24800,23700,1100,4.4,2023
San Diego city,Sub-County Place,2023,February,02/2023,N,Final,724800,699200,25600,3.5,2023
Alpaugh CDP,Sub-County Place,2016,October,10/2016,N,Final,300,200,100,28.2,2023
Avalon city,Sub-County Place,2017,July,07/2017,N,Final,2100,2100,0,0.0,2023
Kings County,County,2003,May,05/2003,N,Final,52800,46700,6200,11.6,2021
Perris city,Sub-County Place,2014,February,02/2014,N,Final,28800,25100,3700,13.0,2023
Squirrel Mountain Valley CDP,Sub-County Place,2016,April,04/2016,N,Final,300,200,100,24.4,2023
Santa Cruz-Watsonville MSA,Metropolitan Area,2000,February,02/2000,N,Final,145600,135400,10200,7.0,2021
Ferndale city,Sub-County Place,2019,March,03/2019,N,Final,600,500,0,2.7,2023
Sutter County,County,2001,July,07/2001,N,Final,39300,36200,3100,7.9,2023
Heber CDP,Sub-County Place,2022,August,08/2022,N,Final,3300,3100,200,6.2,2023
Carmel by the Sea city,Sub-County Place,2013,June,06/2013,N,Final,1800,1800,0,2.0,2023
Dollar Point CDP,Sub-County Place,2014,January,01/2014,N,Final,500,500,0,5.3,2023
Hemet city,Sub-County Place,2013,October,10/2013,N,Final,28100,24300,3800,13.4,2023
Wofford Heights CDP,Sub-County Place,2012,March,03/2012,N,Final,400,300,0,11.7,2023
Beckwourth CDP,Sub-County Place,2023,November,11/2023,N,Final,150,150,0,0.0,2023
La Palma city,Sub-County Place,2014,March,03/2014,N,Final,7200,6900,300,4.3,2023
Interlaken CDP,Sub-County Place,2013,November,11/2013,N,Final,3800,3500,300,7.0,2023
Durham CDP,Sub-County Place,2020,November,11/2020,N,Final,2500,2300,200,9.0,2023
San Francisco-Redwood City-South San Francisco MD,Metropolitan Area,2010,March,03/2010,N,Final,877500,795400,82100,9.4,2023
Carlsbad city,Sub-County Place,2022,July,07/2022,N,Final,54900,53200,1700,3.0,2023
Gridley city,Sub-County Place,2011,November,11/2011,N,Final,3000,2600,400,13.7,2023
Angels City city,Sub-County Place,2016,August,08/2016,N,Final,1550,1450,100,6.1,2023
Hamilton Branch CDP,Sub-County Place,2015,September,09/2015,N,Final,130,120,10,5.3,2023
Las Lomas CDP,Sub-County Place,2021,June,06/2021,N,Final,2000,1800,200,9.2,2023
Valley Springs CDP,Sub-County Place,2021,December,12/2021,N,Final,2230,2110,110,5.1,2023
Yolo County,County,2004,January,01/2004,N,Final,92900,85600,7300,7.9,2023
Squirrel Mountain Valley CDP,Sub-County Place,2010,May,05/2010,N,Final,300,200,100,32.7,2023
Meadow Valley CDP,Sub-County Place,2014,July,07/2014,N,Final,170,170,0,0.0,2023
Santee city,Sub-County Place,2023,January,01/2023,N,Final,29200,28200,1000,3.3,2023
Barstow city,Sub-County Place,2012,December,12/2012,N,Final,8200,6900,1300,15.4,2023
La Puente city,Sub-County Place,2013,August,08/2013,N,Final,18700,17000,1700,8.9,2023
Mesa Vista CDP,Sub-County Place,2023,April,04/2023,N,Final,110,110,0,1.8,2023
Arroyo Grande city,Sub-County Place,2021,May,05/2021,N,Final,8800,8600,200,2.4,2023
San Bernardino County,County,2016,July,07/2016,N,Final,928500,868900,59700,6.4,2023
Chino Hills city,Sub-County Place,2011,June,06/2011,N,Final,38800,34800,4000,10.3,2023
Riverbank city,Sub-County Place,2014,July,07/2014,N,Final,10500,9500,1000,9.3,2023
Avenal city,Sub-County Place,2019,January,01/2019,N,Final,4100,3500,600,13.9,2023
Del Rey Oaks city,Sub-County Place,2019,January,01/2019,N,Final,1000,900,200,17.5,2023
Laguna Niguel city,Sub-County Place,2023,September,09/2023,N,Final,34500,33200,1300,3.7,2023
Seal Beach city,Sub-County Place,2013,May,05/2013,N,Final,9900,9400,600,5.6,2023
Lynwood city,Sub-County Place,2022,February,02/2022,N,Final,28000,26200,1800,6.4,2023
Highland city,Sub-County Place,2020,June,06/2020,N,Final,25100,21700,3400,13.4,2023
Madera Acres CDP,Sub-County Place,2020,February,02/2020,N,Final,4500,4200,200,5.1,2023
Colton city,Sub-County Place,2022,May,05/2022,N,Final,25200,24300,900,3.6,2023
Sonoma County,County,1997,March,03/1997,N,Final,235400,225300,10100,4.3,2021
Palm Desert city,Sub-County Place,2019,November,11/2019,N,Final,25100,24200,900,3.6,2023
Hollister city,Sub-County Place,2013,June,06/2013,N,Final,18000,15900,2100,11.5,2023
Willows city,Sub-County Place,2021,November,11/2021,N,Final,2170,2020,150,7.1,2023
El Segundo city,Sub-County Place,2015,July,07/2015,N,Final,9900,9300,600,6.2,2023
French Camp CDP,Sub-County Place,2013,June,06/2013,N,Final,900,800,100,9.7,2023
Los Angeles County,County,2024,February,02/2024,N,Final,5012000,4760800,251100,5.0,2023
Walnut Park CDP,Sub-County Place,2023,November,11/2023,N,Final,8100,7700,500,5.7,2023
South San Gabriel CDP,Sub-County Place,2022,May,05/2022,N,Final,3700,3600,100,2.8,2023
El Sobrante CDP,Sub-County Place,2020,July,07/2020,N,Final,7300,6700,600,8.6,2023
Oxnard-Thousand Oaks-Ventura MSA,Metropolitan Area,1990,August,08/1990,N,Final,372600,346300,26300,7.1,2021
Imperial County,County,2010,December,12/2010,N,Final,79600,57000,22500,28.3,2023
Monterey Park city,Sub-County Place,2023,November,11/2023,N,Final,28700,27600,1100,3.9,2023
El Dorado County,County,1996,September,09/1996,N,Final,73600,69600,4100,5.5,2023
Wilkerson CDP,Sub-County Place,2020,July,07/2020,N,Final,270,240,30,9.3,2023
Placer County,County,1998,January,01/1998,N,Final,112100,106300,5800,5.2,2023
Stanislaus County,County,2003,January,01/2003,N,Final,218100,193500,24600,11.3,2021
Marin County,County,2023,July,07/2023,N,Final,133100,128600,4500,3.4,2023
East Richmond Heights CDP,Sub-County Place,2018,September,09/2018,N,Final,1900,1900,0,2.2,2023
Corning city,Sub-County Place,2012,January,01/2012,N,Final,3640,3220,420,11.5,2023
Yuba City MSA,Metropolitan Area,2002,July,07/2002,N,Final,66100,59600,6500,9.8,2021
Galt city,Sub-County Place,2019,March,03/2019,N,Final,11800,11000,800,6.5,2023
Greenville CDP,Sub-County Place,2021,November,11/2021,N,Final,390,350,40,10.8,2023
Squirrel Mountain Valley CDP,Sub-County Place,2013,July,07/2013,N,Final,300,200,100,25.7,2023
La Mirada city,Sub-County Place,2013,July,07/2013,N,Final,23400,21700,1800,7.5,2023
South Taft CDP,Sub-County Place,2010,March,03/2010,N,Final,1000,700,300,31.7,2023
South Whittier CDP,Sub-County Place,2015,September,09/2015,N,Final,28400,27100,1300,4.6,2023
Coto de Caza CDP,Sub-County Place,2022,May,05/2022,N,Final,8100,8000,200,2.3,2023
Santa Cruz County,County,2002,September,09/2002,N,Final,148800,140000,8700,5.9,2021
Los Angeles city,Sub-County Place,2019,May,05/2019,N,Final,2084300,1998100,86200,4.1,2023
Santa Ana city,Sub-County Place,2017,September,09/2017,N,Final,158200,152800,5400,3.4,2023
Ventura County,County,2006,October,10/2006,N,Final,422900,405500,17400,4.1,2021
Lawndale city,Sub-County Place,2021,March,03/2021,N,Final,16200,14500,1700,10.7,2023
Oxnard city,Sub-County Place,2011,August,08/2011,N,Final,99500,87800,11700,11.8,2023
Oak Park CDP,Sub-County Place,2024,June,06/2024,N,Final,6400,6200,200,3.5,2023
Los Alamos CDP,Sub-County Place,2012,April,04/2012,N,Final,600,600,0,0.9,2023
Morada CDP,Sub-County Place,2016,May,05/2016,N,Final,1500,1500,0,0.9,2023
McKinleyville CDP,Sub-County Place,2014,February,02/2014,N,Final,7300,6900,400,5.3,2023
Alameda County,County,2017,November,11/2017,N,Final,838900,811700,27100,3.2,2023
Sacramento city,Sub-County Place,2017,November,11/2017,N,Final,230700,221100,9600,4.2,2023
Los Angeles city,Sub-County Place,2022,September,09/2022,N,Final,2055000,1962400,92600,4.5,2023
Willows city,Sub-County Place,2013,September,09/2013,N,Final,2300,1990,310,13.4,2023
Port Costa CDP,Sub-County Place,2023,February,02/2023,N,Final,100,100,0,6.1,2023
Lassen County,County,2002,February,02/2002,N,Final,11950,10800,1160,9.7,2021
Baldwin Park city,Sub-County Place,2018,May,05/2018,N,Final,34600,33100,1500,4.5,2023
Johannesburg CDP,Sub-County Place,2022,January,01/2022,N,Final,0,0,0,0.0,2023
Redlands city,Sub-County Place,2022,July,07/2022,N,Final,36900,35700,1200,3.3,2023
Temecula city,Sub-County Place,2017,November,11/2017,N,Final,55000,53000,2100,3.7,2023
Las Lomas CDP,Sub-County Place,2017,March,03/2017,N,Final,1900,1700,200,12.6,2023
Lanare CDP,Sub-County Place,2020,March,03/2020,N,Final,300,200,100,26.5,2023
San Diego city,Sub-County Place,2023,August,08/2023,N,Final,726100,695100,31000,4.3,2023
El Cerrito CDP,Sub-County Place,2019,September,09/2019,N,Final,2500,2400,100,2.1,2023
South Pasadena city,Sub-County Place,2013,November,11/2013,N,Final,14500,13600,900,6.4,2023
Fetters Hot Springs Agua Caliente CDP,Sub-County Place,2017,February,02/2017,N,Final,2100,2000,100,2.5,2023
Sierra County,County,1996,November,11/1996,N,Final,1740,1560,190,10.6,2021
Morongo Valley CDP,Sub-County Place,2023,June,06/2023,N,Final,1500,1400,100,6.3,2023
Oakland-Hayward-Berkeley MD,Metropolitan Area,1995,October,10/1995,N,Final,1129200,1066400,62800,5.6,2021
Running Springs CDP,Sub-County Place,2022,August,08/2022,N,Final,1800,1700,100,3.7,2023
Carlsbad city,Sub-County Place,2021,November,11/2021,N,Final,54400,52300,2100,3.9,2023
Tuolumne City CDP,Sub-County Place,2024,July,07/2024,N,Final,520,520,0,0.0,2023
Pleasanton city,Sub-County Place,2024,February,02/2024,N,Final,39500,37600,1800,4.7,2023
Mariposa County,County,2001,February,02/2001,N,Final,7500,6910,590,7.8,2021
Santa Cruz-Watsonville MSA,Metropolitan Area,2006,December,12/2006,N,Final,141700,132900,8800,6.2,2021
Banning city,Sub-County Place,2024,May,05/2024,N,Final,11300,10600,700,5.9,2023
Strathmore CDP,Sub-County Place,2021,July,07/2021,N,Final,1200,900,300,27.0,2023
Encinitas city,Sub-County Place,2014,May,05/2014,N,Final,32200,30600,1600,5.1,2023
Eastvale City city,Sub-County Place,2018,April,04/2018,N,Final,32100,31100,1000,3.1,2023
San Francisco-Redwood City-South San Francisco MD,Metropolitan Area,2007,November,11/2007,N,Final,814400,782100,32300,4.0,2021
El Paso de Robles (Paso Robles) city,Sub-County Place,2017,November,11/2017,N,Final,16200,15600,500,3.3,2023
Littlerock CDP,Sub-County Place,2017,September,09/2017,N,Final,400,400,0,8.0,2023
Pacific Grove city,Sub-County Place,2021,March,03/2021,N,Final,7400,6500,900,11.8,2023
Norwalk city,Sub-County Place,2015,November,11/2015,N,Final,49800,46900,2900,5.8,2023
Sanger city,Sub-County Place,2010,May,05/2010,N,Final,11900,9800,2100,17.7,2023
East Orosi CDP,Sub-County Place,2014,November,11/2014,N,Final,200,200,100,28.4,2023
Tehachapi city,Sub-County Place,2019,November,11/2019,N,Final,3500,3300,200,6.3,2023
Irwindale city,Sub-County Place,2016,July,07/2016,N,Final,700,700,0,5.3,2023
Frazier Park CDP,Sub-County Place,2021,September,09/2021,N,Final,1600,1500,100,8.2,2023
